chr3R	6361672	6368288	CG42724	6617	-
chr3R	9874681	9995364	Glut4EF	120684	+
chr3R	19230764	19246130	unc79	15367	-
chr3L	224106	230964	lncRNA:CR42862	6859	+
chr3L	637486	638568	lncRNA:CR43423	1083	-
chr3L	6976322	6979222	lncRNA:CR32385	2901	+
chr3L	20353449	20356632	CG5618	3184	+
chr3L	20439954	20440563	lncRNA:CR43943	610	+
chr2R	9157907	9161436	CG8008	3530	-
chrX	268509	279718	ewg	11210	-
chrX	476857	479309	CR18275	2453	-
chrX	648483	656033	Hmt4-20	7551	-
chrX	1012779	1046040	su(w[a])	33262	+
chrX	1575132	1664869	br	89738	+
chrX	1673110	1692768	CG32809	19659	-
chrX	1773719	1853667	prage	79949	+
chrX	2055310	2061915	Sik2	6606	-
chrX	2094234	2115701	csw	21468	+
chrX	2115727	2123286	ph-d	7560	-
chrX	2149936	2158983	wapl	9048	-
chrX	2225296	2238045	pcx	12750	+
chrX	2633952	2679553	sgg	45602	+
chrX	3476463	3482322	CG10804	5860	-
chrX	3485650	3490915	CG10803	5266	+
chrX	3507245	3571649	DIP-alpha	64405	-
chrX	3857230	3862697	lncRNA:roX1	5468	-
chrX	4322626	4365408	norpA	42783	+
chrX	4651955	4654497	CG15473	2543	-
chrX	4926664	4938105	CG44774	11442	-
chrX	5071027	5084768	CG32767	13742	-
chrX	5765855	5770780	CG3097	4926	-
chrX	5908135	5913079	CG12236	4945	+
chrX	6225647	6236218	dtn	10572	+
chrX	6540771	6589173	CG34417	48403	+
chrX	6860339	6863235	lncRNA:CR45531	2897	+
chrX	7281089	7405797	CG1677	124709	-
chrX	7608428	7678859	ct	70432	+
chrX	7884660	7886976	Ir7g	2317	+
chrX	8037808	8061436	fs(1)h	23629	-
chrX	8165833	8170266	CG2278	4434	-
chrX	8170229	8177185	slpr	6957	-
chrX	8408008	8411658	lawc	3651	-
chrX	8560322	8570159	Trf4-1	9838	+
chrX	8907068	9029476	rdgA	122409	+
chrX	8919640	8920467	lncRNA:CR44111	828	-
chrX	9069741	9070087	asRNA:CR45538	347	+
chrX	9093612	9103739	CG7766	10128	-
chrX	9142493	9147894	CG7065	5402	+
chrX	9163255	9189309	mei-P26	26055	+
chrX	9250420	9255953	CG17754	5534	+
chrX	9324508	9356227	Zdhhc8	31720	-
chrX	9626294	9659145	Ptpmeg2	32852	-
chrX	9665442	9687066	nej	21625	-
chrX	10071858	10082492	ZAP3	10635	-
chrX	10233347	10263485	Hk	30139	-
chrX	10848757	10852327	CG2202	3571	+
chrX	11112395	11124726	CG11122	12332	-
chrX	11131340	11132412	CG44385	1073	-
chrX	11369665	11409776	dlg1	40112	+
chrX	11493135	11555045	Drak	61911	+
chrX	11579065	11580432	lncRNA:roX2	1368	+
chrX	11606290	11611652	CG2247	5363	-
chrX	11616124	11621280	Met	5157	+
chrX	11622015	11677338	Ptp10D	55324	+
chrX	11678970	11694740	bif	15771	+
chrX	11893943	11899920	wisp	5978	+
chrX	11931280	11985087	cac	53808	-
chrX	12596047	12609910	Sec16	13864	+
chrX	12631605	12653442	Tomosyn	21838	+
chrX	12659462	12660632	lncRNA:CR33963	1171	+
chrX	12684203	12742618	Smr	58416	-
chrX	12705854	12708841	CG15725	2988	+
chrX	12717624	12730953	lncRNA:CR43963	13330	-
chrX	12744212	12749785	CG4004	5574	+
chrX	12751867	12754571	lncRNA:CR44619	2705	+
chrX	12760642	12763611	CG12717	2970	-
chrX	12771844	12784958	CG32647	13115	-
chrX	12785563	12897327	Pde9	111765	-
chrX	12988615	13079070	rad	90456	+
chrX	13201170	13202262	CG44437	1093	-
chrX	13214409	13258490	mew	44082	-
chrX	13262687	13285632	HDAC4	22946	-
chrX	13380166	13384877	Rbp1-like	4712	-
chrX	13692292	13717835	Nna1	25544	+
chrX	13762752	13779488	rdgB	16737	+
chrX	13783714	13811493	inaE	27780	+
chrX	13846116	13990527	mamo	144412	-
chrX	13990733	13991420	lncRNA:CR44655	688	+
chrX	14203961	14211457	l(1)G0469	7497	-
chrX	14787478	14826073	rut	38596	-
chrX	15082616	15083753	asRNA:CR44960	1138	-
chrX	15297766	15319074	gce	21309	+
chrX	15804370	15827682	sd	23313	+
chrX	16455027	16533096	para	78070	-
chrX	16542124	16547520	CG9902	5397	-
chrX	16560684	16587172	CanA-14F	26489	-
chrX	16630673	16632235	CG9777	1563	-
chrX	16684216	16695173	4-Sep	10958	-
chrX	16901767	16912724	lncRNA:CR44754	10958	-
chrX	17068717	17077897	wcy	9181	-
chrX	17160006	17200728	baz	40723	+
chrX	17456169	17561180	CG43658	105012	-
chrX	17496669	17497388	lncRNA:CR44692	720	+
chrX	17862697	17887222	mnb	24526	-
chrX	18088725	18090509	CG7206	1785	-
chrX	18813297	18830406	CG42450	17110	+
chrX	18863950	18884075	CG34401	20126	+
chrX	19327075	19348447	nAChRalpha7	21373	-
chrX	19495505	19509350	Pfrx	13846	+
chrX	19741224	19744335	CG18809	3112	-
chrX	19830215	19852059	pico	21845	-
chrX	19886108	19890060	amn	3953	-
chrX	20469955	20510694	RhoGAP19D	40740	-
chrX	20657122	20661425	Cyp6v1	4304	+
chrX	21039514	21040605	CG15449	1092	-
chrX	21249976	21251148	CG1722	1173	-
chrX	21363028	21373145	bbx	10118	+
chrX	22529964	22536371	S6kII	6408	+
chr2L	94739	102086	Zir	7348	+
chr2L	8862610	8867511	asRNA:CR45260	4902	-
chr2L	9934767	9938134	CG31712	3368	-
