#'chr'	'start'	'end'	'IgG'	'METTL3'	'PolII'
chr2L	419952	420864	14.949264437134504	19.35230052294197	54.510416666666664
chr2L	2856070	2857029	4.015420432163133	15.403339817117189	34.388863544201136
chr2L	4227699	4228561	6.960657547048207	9.045466714260218	18.393400360917763
chr2L	4457186	4458364	6.636949396340313	11.030168473292413	38.12065530088662
chr2L	5070957	5072055	6.078018978376036	9.323354525711082	8.62112932604736
chr2L	6489090	6490194	8.421195652173912	16.308162625418056	27.744546346618357
chr2L	6557800	6559308	10.329909464338344	16.7065649867374	15.776239684644857
chr2L	8161796	8162452	18.404667386517612	28.140712945590995	69.58568872798102
chr2L	8211347	8211938	9.164868866328257	10.638186580762722	22.00283770445572
chr2L	8363477	8364662	10.474490154711674	27.843240830899056	77.31539205344585
chr2L	9699791	9700459	13.843682426813041	33.614089129433445	144.9132776114438
chr2L	9896265	9897552	12.929524950358285	19.229592522861754	67.34096844513512
chr2L	10408352	10410456	8.462382572076448	15.12745754423808	38.123905853929024
chr2L	11002758	11004189	8.160086186815747	11.140199161425576	16.243557826694616
chr2L	16719932	16722644	9.298939512659784	33.60291510664851	77.76115861090626
chr2L	16731180	16732133	14.196900139909058	16.22158265396723	31.691005013407953
chr2L	18441335	18443277	9.749050332383666	13.85300884977957	19.378779751687834
chr2L	18951006	18951837	10.658451998930339	11.882845043043599	25.72136983553951
chr2L	19008031	19009306	9.862110566448802	24.746387631975868	46.872083333333336
chr2L	20461585	20463444	8.828852504333273	14.24770865229445	12.743642041718964
chr2L	20924975	20926147	10.229996207811906	13.200007383827776	14.090152424693342
chr2L	22247111	22247875	17.25343579809204	25.886427708417234	53.86503781268179
chr2R	4186835	4188127	7.191425583075448	6.395082906644439	9.77719190746474
chr2R	4515388	4516458	7.287130062305296	12.755886053199138	21.14030373831776
chr2R	8900241	8900617	16.38031914893617	29.375	60.03191489361702
chr2R	9587193	9587989	13.459336613623675	14.165533194820256	37.069165270798436
chr2R	10810556	10810936	7.994736842105263	23.31578947368421	43.22631578947368
chr2R	10821676	10822399	9.251921008145075	15.725143632301307	17.4343207315199
chr2R	12199024	12200815	13.200765575501583	25.600722630245244	39.75101200446678
chr2R	13570595	13572759	8.699158005615574	9.96468823315086	8.551084327796056
chr2R	14215096	14216627	9.368086834527062	17.957189242827713	24.114254481457294
chr2R	14749223	14750165	12.025934278350514	23.001194267515924	62.47834468624676
chr2R	16570112	16571230	6.331357993088441	7.537567084078712	19.906032597893063
chr2R	16772785	16773915	9.527483777330703	12.917741714128868	9.935490412979352
chr2R	16868222	16869280	7.7401922680857576	13.720499491057147	38.39868528145348
chr2R	17633797	17634167	16.36216216216216	20.997297297297298	33.98918918918919
chr2R	18833372	18834775	13.947342500197989	48.11478151214431	88.8032465154035
chr2R	19442342	19443825	10.106749175844758	15.378896727008664	29.97248913613546
chr2R	20263979	20264848	10.150775955760132	16.516370496592014	32.83992216468482
chr2R	21293768	21294404	6.918593859189378	18.446525761973874	40.48369256638714
chr2R	21685283	21686201	13.185355392156863	18.78057440925088	25.872080004841443
chr2R	22605745	22607995	6.534493827160494	19.324616987179486	32.36226080246914
chr2R	22640526	22641419	6.971693417942019	15.63960074080455	30.059202749782255
chr2R	23548239	23548982	9.989602026319723	13.59213557304069	27.032937042021835
chr2R	24057798	24059483	7.5630616065163405	23.1145691012667	36.403126030333006
chr2R	24060378	24061860	4.986790458937198	11.937902263054085	36.97909637876743
chr2R	24061853	24062431	4.61908795921609	11.418344091030077	37.263318194925034
chr2R	24903416	24903935	9.267822736030828	22.43317400326071	66.7533718689788
chr2R	24967877	24969547	8.426032070072585	11.272000230308613	29.493334165003326
chr3L	1331744	1332326	13.916684564719358	18.493887126619082	34.87847222222223
chr3L	1666288	1668654	11.93133258738278	13.219981386956238	25.95408918005072
chr3L	3220911	3222960	16.75266898487067	28.537091850621316	69.3937693183667
chr3L	3223341	3224650	18.040711739241154	72.5118411000764	130.73996530430355
chr3L	7240203	7241351	8.619815863337205	10.697282900026803	25.045895034843205
chr3L	8601006	8602392	13.549590648548984	18.81361693861694	32.11763969055636
chr3L	9509793	9511531	13.75025572177471	35.79430518057892	76.87155974299962
chr3L	9510017	9510889	12.219622037461773	18.951062985179956	55.193648063200826
chr3L	11822851	11824211	9.120667381535947	13.859700226244343	24.59353043300654
chr3L	13023352	13024762	6.718469213798637	9.50816966721222	19.905452127659576
chr3L	16804994	16819532	9.061716044574865	15.54055532426991	17.45627661558642
chr3L	17425477	17426282	12.494884403036577	15.394206880076444	28.84538043478261
chr3L	17654617	17655645	9.419476869865976	9.559881023645616	18.772562689148295
chr3L	20000644	20002446	7.571827148190331	13.78416683097203	13.801022572405888
chr3L	21538859	21539447	7.971017573696145	17.269525117739406	38.455221324640966
chr3L	23339326	23345936	9.449645583283571	9.702675143953934	8.862485853501726
chr3R	5465630	5467101	8.811872120250774	9.815013334727814	20.21090386358486
chr3R	9400237	9401226	11.126453488372093	25.399534300381116	57.989509605662285
chr3R	9778042	9779528	8.753406796769852	11.780087830888323	21.160708277254376
chr3R	11210247	11211898	8.452562420082106	18.837219866747425	51.228352766000405
chr3R	14326947	14327735	8.581006768189509	15.253148184303006	26.231052594472647
chr3R	16349404	16350801	7.141665175375805	15.617707587687903	25.604576771653544
chr3R	17630717	17645262	8.610436780457649	18.075883245679336	6.502386362054354
chr3R	20056418	20059750	7.895201309690544	12.512179390987162	8.383368675600137
chr3R	20822181	20823356	10.981383499902018	22.580445990180035	68.10203014184397
chr3R	20850516	20851427	10.060190267105744	19.715538714852656	25.099829247469206
chr3R	23358812	23360207	8.009490740740741	17.012844637441408	26.746261449621667
chr3R	25245955	25247514	4.966668840201704	15.207902624956827	18.056239309386356
chr3R	25683623	25685051	8.296772875816993	9.528044871794872	14.050634142545906
chr3R	26058420	26059267	10.166613373999738	18.592294069566798	22.314881772268137
chr3R	27922821	27924888	12.505886147395582	21.91036340292509	44.71828132559265
chr3R	29861582	29863902	11.763571599616858	21.81981826094164	54.682717088721255
chr3R	30004785	30010352	16.7616706459693	12.773943896726589	15.624333716294434
chr3R	30045229	30046161	7.312932164997616	14.484839262132716	33.89171286361469
chr3R	30206447	30209020	13.665260841754112	29.51089298260038	57.144000396748275
chr3R	30210874	30211273	7.432203389830508	20.952380952380953	96.34586466165413
chr3R	31745172	31746077	13.48830570902394	29.981002974925627	104.50390193370166
chr4	65225	67207	5.467387133112985	11.137911729262903	25.138230182755915
chrX	628338	629483	4.476638141892121	13.4200705408129	24.03637493934983
chrX	5672401	5673547	7.700619303858833	14.03857900389314	34.45863025984099
chrX	6741537	6744238	4.0056085208233485	10.190189452823695	22.438001678904932
chrX	7933742	7934677	6.175583266291231	12.561548745372276	27.86442736185383
chrX	7934898	7935792	9.417264789957743	23.699234210979174	46.56636061396968
chrX	9070318	9078499	5.363666697393235	9.14403408543691	10.987506971000638
chrX	9159514	9160052	6.615241635687732	10.593392550757793	23.57806691449814
chrX	9554623	9555661	6.287214679260135	9.31898436342078	32.061034842646116
chrX	10780893	10786958	5.861894164332391	20.273546162806117	55.228996251876644
chrX	13335637	13337705	4.289676537098154	9.031355197329265	20.820257092198585
chrX	15137870	15139367	3.8622734268599204	6.9713690200914655	16.38733949380242
chrX	15847859	15849258	3.3514762640575957	4.2498762852587015	9.479112064172822
chrX	15985473	15986808	9.410830654002982	11.82507562662057	12.676271847690385
chrX	16286288	16286988	9.491636904761906	11.253516483516483	22.870461309523808
chrX	16293853	16297718	8.427275916773445	19.805540663250078	29.457052923314645
chrX	16317673	16320370	5.135774535597544	11.86009681071521	28.528821122373227
chrX	16637894	16639249	5.738013422591019	12.509533778030088	28.848062730627305
chrX	19598031	19599806	5.322989045383411	8.810725893824484	16.864151017214397
chrX	23211192	23213166	707.8647733029381	1201.452369992596	488.39776117302716
