chr3R	5350443	5350943	mtd	501	-
chr3R	5588380	5588880	CG2926	501	-
chr3R	6368288	6368788	CG42724	501	-
chr3R	6406355	6406855	gpp	501	+
chr3R	8104832	8105332	puc	501	+
chr3R	8820682	8821182	aqz	501	-
chr3R	8931896	8932396	pyd	501	-
chr3R	9237682	9238182	pum	501	-
chr3R	9394546	9395046	FER	501	-
chr3R	9874181	9874681	Glut4EF	501	+
chr3R	10093261	10093761	lncRNA:CR43459	501	+
chr3R	10387758	10388258	cwo	501	+
chr3R	11650706	11651206	Csk	501	-
chr3R	12090612	12091112	ATP8B	501	-
chr3R	14244677	14245177	CG43291	501	-
chr3R	14286903	14287403	trx	501	-
chr3R	14481713	14482213	cv-c	501	-
chr3R	14697292	14697792	Meltrin	501	-
chr3R	14724261	14724761	kibra	501	-
chr3R	15972798	15973298	Hel89B	501	+
chr3R	16025579	16026079	pnr	501	+
chr3R	16271952	16272452	gish	501	+
chr3R	16453821	16454321	Pak3	501	-
chr3R	16469663	16470163	CG42232	501	-
chr3R	17718350	17718850	osa	501	-
chr3R	18199595	18200095	Ssdp	501	-
chr3R	18545586	18546086	fru	501	-
chr3R	18914468	18914968	Xrp1	501	+
chr3R	19094270	19094770	cdi	501	-
chr3R	19246130	19246630	unc79	501	-
chr3R	19836817	19837317	bnl	501	-
chr3R	20252270	20252770	cic	501	+
chr3R	20308844	20309344	CG42668	501	+
chr3R	20756229	20756729	Syp	501	+
chr3R	21140239	21140739	SNF4Agamma	501	+
chr3R	21295627	21296127	lncRNA:Hsromega	501	+
chr3R	21377401	21377901	mod(mdg4)	501	-
chr3R	21520428	21520928	CG7956	501	+
chr3R	21619321	21619821	InR	501	-
chr3R	22587255	22587755	Efa6	501	+
chr3R	22721150	22721650	wge	501	-
chr3R	23117900	23118400	CenB1A	501	+
chr3R	23346167	23346667	pnt	501	-
chr3R	24031827	24032327	KrT95D	501	-
chr3R	24108960	24109460	eIF4EHP	501	-
chr3R	24105763	24106263	Syx1A	501	-
chr3R	24582864	24583364	REPTOR	501	-
chr3R	25473058	25473558	Fur1	501	-
chr3R	25515618	25516118	msi	501	+
chr3R	26106368	26106868	CG31324	501	+
chr3R	26535217	26535717	plum	501	-
chr3R	29038656	29039156	Pkc98E	501	+
chr3R	29062540	29063040	CG11873	501	+
chr3R	29214062	29214562	lncRNA:CR31044	501	+
chr3R	29255800	29256300	stg	501	-
chr3R	29503797	29504297	Trc8	501	-
chr3R	29765495	29765995	kay	501	+
chr3R	30057811	30058311	sima	501	+
chr3R	30277432	30277932	hdc	501	+
chr3R	30765426	30765926	zfh1	501	+
chr3R	30806619	30807119	wts	501	-
chr3R	31404745	31405245	Gprk2	501	+
chr3R	32015520	32016020	heph	501	-
chr3L	128950	129450	Pdk1	501	+
chr3L	223606	224106	lncRNA:CR42862	501	+
chr3L	540614	541114	klar	501	-
chr3L	542560	543060	Hipk	501	+
chr3L	627935	628435	lncRNA:CR43334	501	+
chr3L	638568	639068	lncRNA:CR43423	501	-
chr3L	2377155	2377655	Svil	501	+
chr3L	2488304	2488804	CG1146	501	+
chr3L	2554292	2554792	Spn	501	-
chr3L	2586540	2587040	msn	501	-
chr3L	2879158	2879658	Tet	501	-
chr3L	3070633	3071133	CG11486	501	+
chr3L	3224338	3224838	Larp4B	501	+
chr3L	3336360	3336860	kst	501	+
chr3L	3424935	3425435	sty	501	-
chr3L	3515251	3515751	Eip63E	501	+
chr3L	5277944	5278444	shep	501	-
chr3L	5355923	5356423	lama	501	-
chr3L	5810931	5811431	S6k	501	-
chr3L	6495180	6495680	sfl	501	+
chr3L	6955904	6956404	CG10077	501	-
chr3L	7435190	7435690	Rac2	501	-
chr3L	7809825	7810325	CG32369	501	-
chr3L	7867369	7867869	Pdp1	501	-
chr3L	7978546	7979046	nmo	501	+
chr3L	8063374	8063874	Ect4	501	+
chr3L	8442381	8442881	Unr	501	-
chr3L	8449422	8449922	Gug	501	+
chr3L	8675259	8675759	h	501	+
chr3L	8827005	8827505	dally	501	+
chr3L	9399227	9399727	CG4080	501	-
chr3L	9763044	9763544	CG8177	501	+
chr3L	9855285	9855785	RasGAP1	501	-
chr3L	10480912	10481412	Rbfox1	501	+
chr3L	10835028	10835528	tna	501	+
chr3L	11093193	11093693	JIL-1	501	-
chr3L	11214005	11214505	CG42671	501	+
chr3L	11251807	11252307	scyl	501	+
chr3L	11562233	11562733	Mob2	501	-
chr3L	12514559	12515059	tral	501	+
chr3L	14001627	14002127	upSET	501	+
chr3L	14054304	14054804	asRNA:CR46067	501	-
chr3L	14052715	14053215	Frl	501	+
chr3L	14984600	14985100	mnd	501	+
chr3L	15534895	15535395	CrebA	501	+
chr3L	15588360	15588860	RhoGAP71E	501	+
chr3L	15826423	15826923	DCP2	501	-
chr3L	16164701	16165201	CG5151	501	-
chr3L	16647882	16648382	Abl	501	-
chr3L	17486618	17487118	Oatp74D	501	+
chr3L	17557788	17558288	CycT	501	-
chr3L	17669234	17669734	Crtc	501	-
chr3L	18064696	18065196	Eip75B	501	-
